
-8.189	14.046
-7.989	13.481
-7.789	12.941
-7.589	12.427
-7.389	11.935
-7.189	11.467
-6.989	11.02
-6.789	10.594
-6.589	10.188
-6.389	9.802
-6.189	9.434
-5.989	9.084
-5.789	8.751
-5.589	8.435
-5.389	8.135
-5.189	7.85
-4.989	7.58
-4.789	7.325
-4.589	7.083
-4.389	6.855
-4.189	6.64
-3.989	6.437
-3.789	6.247
-3.589	6.068
-3.389	5.901
-3.189	5.745
-2.989	5.601
-2.789	5.466
-2.589	5.342
-2.389	5.228
-2.189	5.125
-1.989	5.03
-1.789	4.946
-1.589	4.871
-1.389	4.805
-1.189	4.748
-0.989	4.7
-0.789	4.661
-0.589	4.631
-0.389	4.609
-0.189	4.597
0.011	4.593
0.211	4.598
0.411	4.611
0.611	4.633
0.811	4.665
1.011	4.704
1.211	4.753
1.411	4.811
1.611	4.878
1.811	4.954
2.011	5.04
2.211	5.135
2.411	5.24
2.611	5.355
2.811	5.48
3.011	5.615
3.211	5.761
3.411	5.918
3.611	6.087
3.811	6.266
4.011	6.458
4.211	6.662
4.411	6.878
4.611	7.108
4.811	7.351
5.011	7.608
5.211	7.88
5.411	8.166
5.611	8.468
5.811	8.786
6.011	9.12
6.211	9.472
6.411	9.842
6.611	10.23
6.811	10.638
7.011	11.066
7.211	11.516
7.411	11.986
7.611	12.48
7.811	12.997
8.011	13.539
8.211	14.107
8.411	14.701
8.611	15.324
8.811	15.975
9.011	16.657
9.211	17.37
9.411	18.116
9.611	18.897
9.811	19.713
10.011	20.567
10.211	21.46
10.411	22.393
10.611	23.369
10.811	24.389
11.011	25.456
11.211	26.571
11.411	27.736
11.611	28.954
11.811	30.226
-11.854	19.077
-11.554	18.383
-11.254	17.718
-10.954	17.082
-10.654	16.475
-10.354	15.894
-10.054	15.339
-9.754	14.809
-9.454	14.303
-9.154	13.821
-8.854	13.361
-8.554	12.923
-8.254	12.506
-7.954	12.109
-7.654	11.733
-7.354	11.375
-7.054	11.036
-6.754	10.715
-6.454	10.411
-6.154	10.125
-5.854	9.855
-5.554	9.601
-5.254	9.363
-4.954	9.14
-4.654	8.932
-4.354	8.739
-4.054	8.56
-3.754	8.394
-3.454	8.243
-3.154	8.105
-2.854	7.98
-2.554	7.869
-2.254	7.77
-1.954	7.684
-1.654	7.61
-1.354	7.549
-1.054	7.5
-0.754	7.463
-0.454	7.439
-0.154	7.426
0.146	7.426
0.446	7.438
0.746	7.462
1.046	7.499
1.346	7.547
1.646	7.608
1.946	7.681
2.246	7.767
2.546	7.865
2.846	7.977
3.146	8.101
3.446	8.239
3.746	8.39
4.046	8.554
4.346	8.733
4.646	8.926
4.946	9.134
5.246	9.356
5.546	9.594
5.846	9.847
6.146	10.117
6.446	10.403
6.746	10.706
7.046	11.026
7.346	11.365
7.646	11.722
7.946	12.098
8.246	12.494
8.546	12.91
8.846	13.347
9.146	13.806
9.446	14.288
9.746	14.793
10.046	15.322
10.346	15.877
10.646	16.457
10.946	17.064
11.246	17.699
11.546	18.362
11.846	19.056
12.146	19.781
12.446	20.538
12.746	21.329
13.046	22.154
13.346	23.016
13.646	23.915
13.946	24.854
14.246	25.833
14.546	26.854
14.846	27.919
15.146	29.029
15.446	30.187
15.746	31.394
16.046	32.653
16.346	33.965
16.646	35.332
16.946	36.757
17.246	38.242
17.546	39.789
17.846	41.401
18.146	43.081
-13.732	21.743
-13.388	20.995
-13.044	20.278
-12.7	19.592
-12.356	18.934
-12.012	18.305
-11.668	17.702
-11.324	17.126
-10.98	16.576
-10.636	16.05
-10.292	15.547
-9.948	15.068
-9.604	14.612
-9.26	14.177
-8.916	13.763
-8.572	13.369
-8.228	12.996
-7.884	12.641
-7.54	12.306
-7.196	11.988
-6.852	11.689
-6.508	11.407
-6.164	11.142
-5.82	10.893
-5.476	10.66
-5.132	10.444
-4.788	10.243
-4.444	10.057
-4.1	9.886
-3.756	9.729
-3.412	9.588
-3.068	9.46
-2.724	9.346
-2.38	9.247
-2.036	9.161
-1.692	9.088
-1.348	9.029
-1.004	8.984
-0.66	8.952
-0.316	8.933
0.028	8.927
0.372	8.935
0.716	8.956
1.06	8.99
1.404	9.038
1.748	9.099
2.092	9.174
2.436	9.262
2.78	9.364
3.124	9.479
3.468	9.609
3.812	9.753
4.156	9.912
4.5	10.086
4.844	10.274
5.188	10.477
5.532	10.697
5.876	10.932
6.22	11.183
6.564	11.451
6.908	11.736
7.252	12.038
7.596	12.358
7.94	12.697
8.284	13.054
8.628	13.431
8.972	13.828
9.316	14.245
9.66	14.683
10.004	15.144
10.348	15.626
10.692	16.132
11.036	16.662
11.38	17.217
11.724	17.797
12.068	18.404
12.412	19.038
12.756	19.7
13.1	20.391
13.444	21.113
13.788	21.866
14.132	22.652
14.476	23.471
14.82	24.325
15.164	25.215
15.508	26.143
15.852	27.109
16.196	28.116
16.54	29.165
16.884	30.256
17.228	31.393
17.572	32.576
17.916	33.808
18.26	35.09
18.604	36.424
18.948	37.812
19.292	39.256
19.636	40.759
19.98	42.322
20.324	43.948
20.668	45.639
21.012	47.398
-13.702	21.727
-13.359	20.977
-13.016	20.258
-12.673	19.569
-12.33	18.91
-11.987	18.278
-11.644	17.674
-11.301	17.097
-10.958	16.545
-10.615	16.017
-10.272	15.514
-9.929	15.034
-9.586	14.576
-9.243	14.14
-8.9	13.725
-8.557	13.331
-8.214	12.956
-7.871	12.601
-7.528	12.265
-7.185	11.947
-6.842	11.647
-6.499	11.364
-6.156	11.098
-5.813	10.849
-5.47	10.616
-5.127	10.399
-4.784	10.197
-4.441	10.01
-4.098	9.839
-3.755	9.682
-3.412	9.54
-3.069	9.412
-2.726	9.298
-2.383	9.198
-2.04	9.111
-1.697	9.039
-1.354	8.979
-1.011	8.934
-0.668	8.901
-0.325	8.882
0.018	8.876
0.361	8.883
0.704	8.904
1.047	8.938
1.39	8.985
1.733	9.045
2.076	9.12
2.419	9.207
2.762	9.309
3.105	9.424
3.448	9.554
3.791	9.698
4.134	9.856
4.477	10.029
4.82	10.217
5.163	10.42
5.506	10.639
5.849	10.874
6.192	11.124
6.535	11.392
6.878	11.676
7.221	11.978
7.564	12.298
7.907	12.637
8.25	12.994
8.593	13.37
8.936	13.767
9.279	14.184
9.622	14.622
9.965	15.082
10.308	15.565
10.651	16.07
10.994	16.6
11.337	17.155
11.68	17.735
12.023	18.342
12.366	18.976
12.709	19.639
13.052	20.33
13.395	21.053
13.738	21.806
14.081	22.592
14.424	23.412
14.767	24.267
15.11	25.158
15.453	26.087
15.796	27.055
16.139	28.063
16.482	29.113
16.825	30.206
17.168	31.345
17.511	32.53
17.854	33.764
18.197	35.049
18.54	36.386
18.883	37.777
19.226	39.224
19.569	40.73
19.912	42.297
20.255	43.928
20.598	45.623
20.941	47.387
